class	var	Estimate	Std.Error	df	t value	P_value
UC1:Lipid metabolism	(Intercept)	10.9075323123461	0.270504481386191	103.788146879355	40.3229264685405	3.16428284343405e-65
UC1:Lipid metabolism	Porphyromonadaceae	0.300457541941108	0.0417824400553068	100.257065241328	7.19100037105052	1.17893758173512e-10
UC1:Lipid metabolism	Prevotellaceae	0.0183487067967143	0.0164935035221353	102.157322058876	1.1124808487226	0.268542510618888
UC1:Lipid metabolism	Desulfovibrionaceae	0.0135120179483663	0.0109503706812962	102.745118764467	1.23393247056426	0.22004316602377
UC1:Lipid metabolism	Sutterellaceae	-0.0628371674691752	0.0310873743328832	100.305315460861	-2.02130829050777	0.0459119026792699
UC1:Amino acid metabolism	(Intercept)	11.9570415047269	0.2696275044832	103.908608824139	44.3465199429309	2.46964312330352e-69
UC1:Amino acid metabolism	Porphyromonadaceae	0.291726590811418	0.041580718213398	100.136699942485	7.0159103388796	2.75075246030305e-10
UC1:Amino acid metabolism	Prevotellaceae	0.0167164700419439	0.0164232050289423	101.917001517749	1.01785674674857	0.311156236784882
UC1:Amino acid metabolism	Desulfovibrionaceae	0.0119604683330821	0.0109062012149741	102.490372970112	1.09666675841818	0.275357169643409
UC1:Amino acid metabolism	Sutterellaceae	-0.0425513766898481	0.030937673871607	100.181095398239	-1.37539030459881	0.172078203615748
