class	var	Estimate	Std.Error	df	t value	P_value
UC1:Lipid metabolism	(Intercept)	4.99021556968487	0.106568566282014	103.999999998672	46.8263367312193	1.0244771001095e-71
UC1:Lipid metabolism	Lachnospiraceae	-0.239994207924692	0.045146541705966	103.999999998424	-5.3158935071427	6.09836032511364e-07
UC1:Lipid metabolism	Porphyromonadaceae	0.351189557337826	0.0649009058188375	103.9999999994	5.41116572884401	4.03450036842177e-07
UC1:Lipid metabolism	Desulfovibrionaceae	0.0153456570377508	0.00991788654548782	103.999999998754	1.54727087947305	0.124835649639451
UC1:Lipid metabolism	Prevotellaceae	0.0228715600596424	0.014985553856287	103.999999999559	1.52624055667097	0.129985493822031
UC1:Lipid metabolism	Ruminococcaceae	0.100182486403676	0.0644874057267986	103.99999999869	1.55352018389606	0.123336844688115
UC1:Amino acid metabolism	(Intercept)	5.41288936620263	0.106053005896309	103.999999997573	51.0394714459577	1.90612546458301e-75
UC1:Amino acid metabolism	Lachnospiraceae	-0.230276814540317	0.0449281305058604	103.999999997028	-5.12544839830984	1.37690984777674e-06
UC1:Amino acid metabolism	Porphyromonadaceae	0.339475964411031	0.0645869264044195	103.999999996878	5.25610960777663	7.88800330114858e-07
UC1:Amino acid metabolism	Desulfovibrionaceae	0.0144997571094263	0.0098699055170179	103.999999997122	1.46908773183547	0.144827445325804
UC1:Amino acid metabolism	Prevotellaceae	0.0211902482788452	0.0149130563253949	103.9999999973	1.4209192144444	0.158331660685289
UC1:Amino acid metabolism	Ruminococcaceae	0.119166998894151	0.0641754267546722	103.999999997539	1.85689452989068	0.0661561829073151
