class	var	Estimate	Std.Error	df	t value	P_value
H1:Lipid metabolism	(Intercept)	5.14741534739925	0.193828982177062	83.9999999987321	26.5564792714905	1.25643574718293e-42
H1:Lipid metabolism	Porphyromonadaceae	0.162376591951577	0.0668185534620028	83.9999999981722	2.4301123496173	0.0172237704069179
H1:Lipid metabolism	Desulfovibrionaceae	0.0359045967083027	0.0185306574347948	83.9999999982423	1.93757813691408	0.0560349524354428
H1:Lipid metabolism	Bacteroidaceae	0.00723651807486349	0.0811359947906656	83.9999999992554	0.0891899839711588	0.92914323545058
H1:Lipid metabolism	Acidaminococcaceae	0.0141117904596275	0.016494164363117	83.9999999989362	0.855562618933471	0.394673605109237
H1:Lipid metabolism	Enterobacteriaceae	-0.0303329211714072	0.00806612639217205	83.9999999981441	-3.76053135007213	0.000312593922304948
H1:Amino acid metabolism	(Intercept)	5.61365096807913	0.185472332806888	84.0000000004021	30.2667836389593	5.96211809242812e-47
H1:Amino acid metabolism	Porphyromonadaceae	0.149201523492227	0.0639377705345315	84.0000000000151	2.33354279082419	0.0220093441251857
H1:Amino acid metabolism	Desulfovibrionaceae	0.0368606863623969	0.017731735596369	84.0000000004865	2.07879742860281	0.0406868679205831
H1:Amino acid metabolism	Bacteroidaceae	0.0186695673541393	0.0776379365944604	84.0000000005891	0.240469648899342	0.810552104282392
H1:Amino acid metabolism	Acidaminococcaceae	0.0139987911683968	0.0157830429060048	84.0000000001457	0.886951347200027	0.377637507196421
H1:Amino acid metabolism	Enterobacteriaceae	-0.0310384505257171	0.00771836730435313	84.0000000002155	-4.02137515640277	0.000125838851469651
H2:Lipid metabolism	(Intercept)	6.8558985127978	0.0885545001259974	220.999999996161	77.4201029088648	4.15078335035775e-162
H2:Lipid metabolism	Acidaminococcaceae	0.00245092201448633	0.0145250687936948	220.999999996367	0.168737377378224	0.86615754975517
H2:Lipid metabolism	Ruminococcaceae	-0.0367255654048	0.0131246687940297	220.99999999587	-2.79820892863264	0.00559253583510381
H2:Lipid metabolism	Lachnospiraceae	-0.0799219323546688	0.0178062746274495	220.999999997511	-4.48841400162749	1.15476416123802e-05
H2:Lipid metabolism	Sutterellaceae	0.0390067291880899	0.0145504586027389	220.999999997211	2.68079036221907	0.00789860832483096
H2:Lipid metabolism	Akkermansiaceae	-0.00441191245257177	0.00648618421769666	220.999999995347	-0.680201533674371	0.497088793900215
H2:Amino acid metabolism	(Intercept)	7.19138304733733	0.0781534250568711	220.999999999163	92.0162237560832	3.46405202803179e-178
H2:Amino acid metabolism	Acidaminococcaceae	0.00509233407794473	0.0128190422146673	220.999999997602	0.397247625264716	0.691568252043884
H2:Amino acid metabolism	Ruminococcaceae	-0.0147900374557855	0.0115831247145092	220.999999998908	-1.2768607625591	0.202991379806253
H2:Amino acid metabolism	Lachnospiraceae	-0.0782695442952611	0.0157148574906799	220.999999999067	-4.98060795916737	1.27689981562344e-06
H2:Amino acid metabolism	Sutterellaceae	0.0367434930920832	0.0128414498905676	220.999999998148	2.8613196644619	0.00462372194619286
H2:Amino acid metabolism	Akkermansiaceae	-0.000857046521434282	0.00572435631663622	220.999999997335	-0.149719282663016	0.881122638923763
UC1:Lipid metabolism	(Intercept)	4.99021556968487	0.106568566282014	103.999999998672	46.8263367312193	1.0244771001095e-71
UC1:Lipid metabolism	Lachnospiraceae	-0.239994207924692	0.045146541705966	103.999999998424	-5.3158935071427	6.09836032511364e-07
UC1:Lipid metabolism	Porphyromonadaceae	0.351189557337826	0.0649009058188375	103.9999999994	5.41116572884401	4.03450036842177e-07
UC1:Lipid metabolism	Desulfovibrionaceae	0.0153456570377508	0.00991788654548782	103.999999998754	1.54727087947305	0.124835649639451
UC1:Lipid metabolism	Prevotellaceae	0.0228715600596424	0.014985553856287	103.999999999559	1.52624055667097	0.129985493822031
UC1:Lipid metabolism	Ruminococcaceae	0.100182486403676	0.0644874057267986	103.99999999869	1.55352018389606	0.123336844688115
UC1:Amino acid metabolism	(Intercept)	5.41288936620263	0.106053005896309	103.999999997573	51.0394714459577	1.90612546458301e-75
UC1:Amino acid metabolism	Lachnospiraceae	-0.230276814540317	0.0449281305058604	103.999999997028	-5.12544839830984	1.37690984777674e-06
UC1:Amino acid metabolism	Porphyromonadaceae	0.339475964411031	0.0645869264044195	103.999999996878	5.25610960777663	7.88800330114858e-07
UC1:Amino acid metabolism	Desulfovibrionaceae	0.0144997571094263	0.0098699055170179	103.999999997122	1.46908773183547	0.144827445325804
UC1:Amino acid metabolism	Prevotellaceae	0.0211902482788452	0.0149130563253949	103.9999999973	1.4209192144444	0.158331660685289
UC1:Amino acid metabolism	Ruminococcaceae	0.119166998894151	0.0641754267546722	103.999999997539	1.85689452989068	0.0661561829073151
UC2:Lipid metabolism	(Intercept)	6.02034326933421	0.0871990512537833	267.68617837102	69.041385000998	1.38147887813525e-172
UC2:Lipid metabolism	Enterobacteriaceae	0.00276082086522698	0.00289389606343702	276.076329073302	0.954015211571907	0.340910499812903
UC2:Lipid metabolism	Acidaminococcaceae	0.00671462417449103	0.00292713489108626	276.332779411738	2.29392372553054	0.0225453087894809
UC2:Lipid metabolism	Ruminococcaceae	0.0124778967247284	0.00462372507160744	276.430775703956	2.69866753136999	0.007390335468413
UC2:Lipid metabolism	Akkermansiaceae	0.0174553166583637	0.00432499826563362	276.357923321771	4.03591298453538	7.04709718683624e-05
UC2:Lipid metabolism	Porphyromonadaceae	-0.00521081160871798	0.0149432271902634	273.791818009804	-0.348707246592168	0.727577102670145
UC2:Amino acid metabolism	(Intercept)	6.57589742609238	0.0856510316560511	268.880701495751	76.7754608315662	6.65111988869754e-185
UC2:Amino acid metabolism	Enterobacteriaceae	0.00296833445386361	0.00283984695609089	275.926861364241	1.04524451484864	0.296824784383929
UC2:Amino acid metabolism	Acidaminococcaceae	0.00547721951053704	0.00287256044155682	276.191474998387	1.90673777696687	0.0575921367903918
UC2:Amino acid metabolism	Ruminococcaceae	0.0143727100098709	0.00453915788674142	276.647121131922	3.16638248073561	0.00171609530779635
UC2:Amino acid metabolism	Akkermansiaceae	0.0187108631717777	0.00424593339443301	276.609757296291	4.40677265364317	1.50234048221844e-05
UC2:Amino acid metabolism	Porphyromonadaceae	-0.0104233427076671	0.01467344228234	274.499022398472	-0.710354292272102	0.478087518079704
